French Sentence,English Translation,POS Sequence,Dependency Sequence,Valence,Relative Position
"Il ne voit plus de sens à sa vie, à son avenir, à rien du tout, et il est épuisé et désespéré, sans aucune force.","He no longer sees meaning in his life, in his future, in anything at all, and he is exhausted and desperate, without any strength.",PRON ADV VERB ADV ADP NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP PRON ADV PUNCT CCONJ PRON AUX ADJ CCONJ ADJ PUNCT ADP DET NOUN PUNCT,"voit-nsubj-il,voit-advmod-plus,voit-obj-sens,sens-case-de,sens-obl-vie,vie-det-sa,sens-obl-avenir,avenir-det-son,sens-obl-rien,rien-advmod-du tout,est-nsubj-il,est-cop-est,est-amod-épuisé,épuisé-conj-désespéré,épuisé-advmod-sans,épuisé-amod-force,force-det-aucune",-1,2
"La vie est un chemin de désespoir sans fin et sans retour, une spirale descendante et sans issue, un cauchemar éveillé.","Life is an endless and irreversible path of despair, a downward and hopeless spiral, a waking nightmare.",DET NOUN AUX DET NOUN ADP NOUN ADV ADJ CCONJ ADV NOUN PUNCT DET NOUN ADJ CCONJ ADP NOUN PUNCT DET NOUN VERB PUNCT,"est-nsubj-vie,est-cop-est,est-obj-chemin,chemin-det-un,chemin-nmod-désespoir,désespoir-case-de,chemin-advmod-sans,chemin-amod-fin,chemin-advmod-ni,chemin-amod-retour,vie-det-la,spirale-det-une,spirale-amod-descendante,spirale-advmod-sans,spirale-amod-issue,cauchemar-det-un,cauchemar-amod-éveillé",-1,2
"Le désespoir est une nuit éternelle et sans fin, sans lueur d'espoir ni de réconfort, une obscurité qui l'engloutit.","Despair is an eternal and endless night, without a glimmer of hope or comfort, a darkness that engulfs him.",DET NOUN AUX DET NOUN ADJ CCONJ ADV ADJ PUNCT ADP NOUN ADP NOUN CCONJ ADP NOUN PUNCT DET NOUN PRON PRON VERB PUNCT,"est-nsubj-désespoir,est-cop-est,est-obj-nuit,nuit-det-une,nuit-amod-éternelle,nuit-advmod-sans,nuit-amod-fin,désespoir-det-le,lueur-case-sans,lueur-nmod-espoir,espoir-case-d',lueur-advmod-ni,lueur-amod-réconfort,obscurité-det-une,engloutit-nsubj-qui,engloutit-obj-l'",-1,2
"Elle se sent au fond du gouffre, seule, perdue et brisée, sans personne pour l'aider ni la comprendre, sans issue.","She feels at the bottom of the abyss, alone, lost and broken, with no one to help her or understand her, without a way out.",PRON PRON VERB ADP DET NOUN PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT ADP NOUN ADP PRON VERB CCONJ PRON VERB PUNCT ADP NOUN PUNCT,"sent-nsubj-elle,sent-obj-se,sent-obl-fond,fond-case-au,fond-nmod-gouffre,gouffre-case-du,sent-amod-seule,seule-conj-perdue,perdue-conj-brisée,seule-advmod-sans,seule-amod-personne,personne-obl-aider,aider-case-pour l',aider-conj-comprendre,comprendre-obj-la,seule-advmod-sans,seule-amod-issue",-1,2
"La tristesse est une prison dont elle ne peut s'échapper, jamais, ni trouver la paix, ni la lumière, ni la liberté.","Sadness is a prison from which she cannot escape, never, nor find peace, nor light, nor freedom.",DET NOUN AUX DET NOUN PRON PRON ADV AUX ADV VERB PUNCT ADV PUNCT CCONJ VERB DET NOUN CCONJ DET NOUN CCONJ DET NOUN PUNCT,"est-nsubj-tristesse,est-cop-est,est-obj-prison,prison-det-une,peut-nsubj-elle,peut-obj-se,peut-advmod-pas,peut-xcomp-échapper,tristesse-det-la,échapper-advmod-jamais,trouver-obj-paix,paix-det-la,trouver-obj-lumière,lumière-det-la,trouver-obj-liberté,liberté-det-la",-1,2
"Il a les yeux rougis par le chagrin, la fatigue et les larmes, un fardeau lourd à porter et à supporter, une souffrance infinie.","His eyes are red with sorrow, fatigue and tears, a heavy burden to bear and endure, an infinite suffering.",PRON AUX DET NOUN VERB ADP DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT DET NOUN ADJ ADP VERB CCONJ ADP VERB PUNCT DET NOUN ADJ PUNCT,"a-nsubj-il,a-obj-yeux,yeux-det-les,yeux-amod-rougis,rougis-obl-chagrin,chagrin-det-le,chagrin-conj-fatigue,fatigue-det-la,fatigue-conj-larmes,larmes-det-les,yeux-obj-fardeau,fardeau-det-un,fardeau-amod-lourd,lourd-obl-porter,porter-case-à,porter-conj-supporter,yeux-obj-souffrance,souffrance-det-une,souffrance-amod-infinie",-0.9,3
"Les larmes sont des mots que le cœur ne peut pas dire, des cris silencieux et désespérés, des souffrances cachées et profondes.","Tears are words that the heart cannot say, silent and desperate cries, hidden and deep sufferings.",DET NOUN AUX DET NOUN PRON DET NOUN ADV AUX ADV VERB PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN VERB CCONJ ADJ PUNCT,"sont-nsubj-larmes,sont-cop-sont,sont-obj-mots,mots-det-des,peut-nsubj-cœur,peut-advmod-pas,peut-xcomp-dire,cœur-det-le,mots-obj-cris,cris-det-des,cris-amod-silencieux,silencieux-conj-désespérés,mots-obj-souffrances,souffrances-det-des,souffrances-amod-cachées,cachées-conj-profondes,larmes-det-les",-0.9,2
"Elle ne trouve plus de raison de se battre, de vivre, de sourire, de rien, elle est épuisée et sans aucune force.","She no longer finds a reason to fight, to live, to smile, to anything, she is exhausted and without any strength.",PRON ADV VERB ADV ADP NOUN ADP PRON VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP PRON PUNCT PUNCT PRON AUX ADJ CCONJ ADP DET NOUN PUNCT,"trouve-nsubj-elle,trouve-advmod-plus,trouve-obj-raison,raison-case-de,raison-obl-battre,battre-obj-se,raison-obl-vivre,vivre-case-de,raison-obl-sourire,sourire-case-de,raison-obl-rien,est-nsubj-elle,est-cop-est,est-amod-épuisée,épuisée-advmod-sans,épuisée-amod-force,force-det-aucune",-0.9,2
"Le chagrin est une douleur qui ne le quitte pas, jour et nuit, sans répit ni espoir, une torture incessante.","Sorrow is a pain that does not leave him, day and night, without respite or hope, an incessant torture.",DET NOUN AUX DET NOUN PRON ADV VERB ADV PUNCT NOUN CCONJ NOUN PUNCT ADP NOUN CCONJ NOUN PUNCT DET NOUN ADJ PUNCT,"est-nsubj-chagrin,est-cop-est,est-obj-douleur,douleur-det-une,quitte-nsubj-qui,quitte-obj-le,quitte-advmod-pas,chagrin-det-le,quitte-advmod-jour,jour-conj-nuit,quitte-advmod-sans,quitte-amod-répit,quitte-advmod-ni,quitte-amod-espoir,torture-det-une,torture-amod-incessante",-1,2
"La vie est un chemin de souffrance sans fin et sans espoir, une épreuve constante et cruelle, un fardeau insupportable.","Life is an endless and hopeless path of suffering, a constant and cruel ordeal, an unbearable burden.",DET NOUN AUX DET NOUN ADP NOUN ADV ADJ CCONJ ADP NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ PUNCT,"est-nsubj-vie,est-cop-est,est-obj-chemin,chemin-det-un,chemin-nmod-souffrance,souffrance-case-de,chemin-advmod-sans,chemin-amod-fin,chemin-advmod-ni,chemin-amod-espoir,vie-det-la,épreuve-det-une,épreuve-amod-constante,constante-conj-cruelle,fardeau-det-un,fardeau-amod-insupportable",-1,2
"Il se sent seul et complètement démuni, sans aucune aide ni soutien, sans personne pour l'écouter.","He feels alone and completely helpless, without any help or support, with no one to listen to him.",PRON PRON VERB ADJ CCONJ ADV ADJ PUNCT ADP DET NOUN CCONJ NOUN PUNCT ADP NOUN ADP PRON VERB PUNCT,"sent-nsubj-il,sent-obj-se,sent-amod-seul,seul-conj-démuni,démuni-advmod-complètement,démuni-advmod-sans,démuni-amod-aide,aide-det-aucune,aide-conj-soutien,démuni-advmod-sans,démuni-amod-personne,personne-obl-écouter,écouter-case-pour l'",-0.9,2
"Les souvenirs sont des blessures qui ne se referment jamais, laissant des cicatrices profondes et douloureuses, des marques indélébiles et amères.","Memories are wounds that never close, leaving deep and painful scars, indelible and bitter marks.",DET NOUN AUX DET NOUN PRON ADV PRON VERB ADV PUNCT VERB DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"sont-nsubj-souvenirs,sont-cop-sont,sont-obj-blessures,blessures-det-des,referment-nsubj-qui,referment-obj-se,referment-advmod-jamais,souvenirs-det-les,laissant-obj-cicatrices,cicatrices-det-des,cicatrices-amod-profondes,profondes-conj-douloureuses,laissant-obj-marques,marques-det-des,marques-amod-indélébiles,indélébiles-conj-amères",-1,2
"Elle a le cœur lourd et l'âme en lambeaux, sans espoir ni lumière, ni paix, ni réconfort, ni joie.","Her heart is heavy and her soul in tatters, without hope or light, or peace, or comfort, or joy.",PRON AUX DET NOUN ADJ CCONJ DET NOUN ADP NOUN PUNCT ADP NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN PUNCT,"a-nsubj-elle,a-obj-cœur,cœur-det-le,cœur-amod-lourd,âme-det-l',âme-obl-lambeaux,lambeaux-case-en,âme-advmod-sans,âme-amod-espoir,âme-advmod-ni,âme-amod-lumière,âme-advmod-ni,âme-amod-paix,âme-advmod-ni,âme-amod-réconfort,âme-advmod-ni,âme-amod-joie",-1,2
"Le vide est un gouffre sans fond ni lumière, un silence éternel et pesant, une obscurité totale et oppressante.","The emptiness is a bottomless abyss without light, an eternal and heavy silence, a total and oppressive darkness.",DET NOUN AUX DET NOUN ADV ADJ CCONJ ADV NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"est-nsubj-vide,est-cop-est,est-obj-gouffre,gouffre-det-un,gouffre-advmod-sans,gouffre-amod-fond,gouffre-advmod-ni,gouffre-amod-lumière,vide-det-le,silence-det-un,silence-amod-éternel,éternel-conj-pesant,obscurité-det-une,obscurité-amod-totale,totale-conj-oppressante",-1,2
"La peine est une douleur qui ne s'arrêtera jamais, une torture constante et insoutenable, un fardeau écrasant et infini.","The sorrow is a pain that will never stop, a constant and unbearable torture, an overwhelming and infinite burden.",DET NOUN AUX DET NOUN PRON ADV VERB ADV PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"est-nsubj-peine,est-cop-est,est-obj-douleur,douleur-det-une,arrêtera-nsubj-qui,arrêtera-obj-se,arrêtera-advmod-jamais,peine-det-la,torture-det-une,torture-amod-constante,constante-conj-insoutenable,fardeau-det-un,fardeau-amod-écrasant,écrasant-conj-infini",-1,2
"Il ne voit plus de sens à sa vie, à son avenir, à rien du tout, et il est épuisé et désespéré, sans aucune force ni courage.","He no longer sees meaning in his life, in his future, in anything at all, and he is exhausted and desperate, without any strength or courage.",PRON ADV VERB ADV ADP NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP PRON ADV PUNCT CCONJ PRON AUX ADJ CCONJ ADJ PUNCT ADP DET NOUN CCONJ NOUN PUNCT,"voit-nsubj-il,voit-advmod-plus,voit-obj-sens,sens-case-de,sens-obl-vie,vie-det-sa,sens-obl-avenir,avenir-det-son,sens-obl-rien,rien-advmod-du tout,est-nsubj-il,est-cop-est,est-amod-épuisé,épuisé-conj-désespéré,épuisé-advmod-sans,épuisé-amod-force,force-det-aucune,force-conj-courage",-1,2
"La vie est un chemin de désespoir sans fin et sans retour, une spirale descendante et sans issue, un cauchemar éveillé et permanent.","Life is an endless and irreversible path of despair, a downward and hopeless spiral, a waking and permanent nightmare.",DET NOUN AUX DET NOUN ADP NOUN ADV ADJ CCONJ ADV NOUN PUNCT DET NOUN ADJ CCONJ ADP NOUN PUNCT DET NOUN VERB CCONJ ADJ PUNCT,"est-nsubj-vie,est-cop-est,est-obj-chemin,chemin-det-un,chemin-nmod-désespoir,désespoir-case-de,chemin-advmod-sans,chemin-amod-fin,chemin-advmod-ni,chemin-amod-retour,vie-det-la,spirale-det-une,spirale-amod-descendante,spirale-advmod-sans,spirale-amod-issue,cauchemar-det-un,cauchemar-amod-éveillé,éveillé-conj-permanent",-1,2
"Le désespoir est une nuit éternelle et sans fin, sans lueur d'espoir ni de réconfort, une obscurité qui l'engloutit et le consume.","Despair is an eternal and endless night, without a glimmer of hope or comfort, a darkness that engulfs and consumes him.",DET NOUN AUX DET NOUN ADJ CCONJ ADV ADJ PUNCT ADP NOUN ADP NOUN CCONJ ADP NOUN PUNCT DET NOUN PRON PRON VERB CCONJ PRON VERB PUNCT,"est-nsubj-désespoir,est-cop-est,est-obj-nuit,nuit-det-une,nuit-amod-éternelle,nuit-advmod-sans,nuit-amod-fin,désespoir-det-le,lueur-case-sans,lueur-nmod-espoir,espoir-case-d',lueur-advmod-ni,lueur-amod-réconfort,obscurité-det-une,engloutit-nsubj-qui,engloutit-obj-l',engloutit-conj-consume,consume-obj-le",-1,2
"Elle se sent au fond du gouffre, seule, perdue et brisée, sans personne pour l'aider ni la comprendre, sans issue ni échappatoire.","She feels at the bottom of the abyss, alone, lost and broken, with no one to help her or understand her, without a way out or escape.",PRON PRON VERB ADP DET NOUN PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT ADP NOUN ADP PRON VERB CCONJ PRON VERB PUNCT ADP NOUN CCONJ NOUN PUNCT,"sent-nsubj-elle,sent-obj-se,sent-obl-fond,fond-case-au,fond-nmod-gouffre,gouffre-case-du,sent-amod-seule,seule-conj-perdue,perdue-conj-brisée,seule-advmod-sans,seule-amod-personne,personne-obl-aider,aider-case-pour l',aider-conj-comprendre,comprendre-obj-la,seule-advmod-sans,seule-amod-issue,issue-conj-échappatoire",-1,2
"La tristesse est une prison dont elle ne peut s'échapper, jamais, ni trouver la paix, ni la lumière, ni la liberté, ni le bonheur.","Sadness is a prison from which she cannot escape, never, nor find peace, nor light, nor freedom, nor happiness.",DET NOUN AUX DET NOUN PRON PRON ADV AUX ADV VERB PUNCT ADV PUNCT CCONJ VERB DET NOUN CCONJ DET NOUN CCONJ DET NOUN CCONJ DET NOUN PUNCT,"est-nsubj-tristesse,est-cop-est,est-obj-prison,prison-det-une,peut-nsubj-elle,peut-obj-se,peut-advmod-pas,peut-xcomp-échapper,tristesse-det-la,échapper-advmod-jamais,trouver-obj-paix,paix-det-la,trouver-obj-lumière,lumière-det-la,trouver-obj-liberté,liberté-det-la,trouver-obj-bonheur,bonheur-det-le",-1,2
"Il a les yeux rougis par le chagrin, la fatigue et les larmes, un fardeau lourd à porter et à supporter, une souffrance infinie et éternelle.","His eyes are red with sorrow, fatigue and tears, a heavy burden to bear and endure, an infinite and eternal suffering.",PRON AUX DET NOUN VERB ADP DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT DET NOUN ADJ ADP VERB CCONJ ADP VERB PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"a-nsubj-il,a-obj-yeux,yeux-det-les,yeux-amod-rougis,rougis-obl-chagrin,chagrin-det-le,chagrin-conj-fatigue,fatigue-det-la,fatigue-conj-larmes,larmes-det-les,yeux-obj-fardeau,fardeau-det-un,fardeau-amod-lourd,lourd-obl-porter,porter-case-à,porter-conj-supporter,yeux-obj-souffrance,souffrance-det-une,souffrance-amod-infinie,infinie-conj-éternelle",-0.9,3
"Les larmes sont des mots que le cœur ne peut pas dire, des cris silencieux et désespérés, des souffrances cachées et profondes, des peines indicibles.","Tears are words that the heart cannot say, silent and desperate cries, hidden and deep sufferings, unspeakable sorrows.",DET NOUN AUX DET NOUN PRON DET NOUN ADV AUX ADV VERB PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN VERB CCONJ ADJ PUNCT DET NOUN ADJ PUNCT,"sont-nsubj-larmes,sont-cop-sont,sont-obj-mots,mots-det-des,peut-nsubj-cœur,peut-advmod-pas,peut-xcomp-dire,cœur-det-le,mots-obj-cris,cris-det-des,cris-amod-silencieux,silencieux-conj-désespérés,mots-obj-souffrances,souffrances-det-des,souffrances-amod-cachées,cachées-conj-profondes,mots-obj-peines,peines-det-des,peines-amod-indicibles,larmes-det-les",-0.9,2
"Elle ne trouve plus de raison de se battre, de vivre, de sourire, de rien, elle est épuisée et sans aucune force ni courage pour continuer.","She no longer finds a reason to fight, to live, to smile, to anything, she is exhausted and without any strength or courage to continue.",PRON ADV VERB ADV ADP NOUN ADP PRON VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP PRON PUNCT PUNCT PRON AUX ADJ CCONJ ADP DET NOUN CCONJ NOUN ADP VERB PUNCT,"trouve-nsubj-elle,trouve-advmod-plus,trouve-obj-raison,raison-case-de,raison-obl-battre,battre-obj-se,raison-obl-vivre,vivre-case-de,raison-obl-sourire,sourire-case-de,raison-obl-rien,est-nsubj-elle,est-cop-est,est-amod-épuisée,épuisée-advmod-sans,épuisée-amod-force,force-det-aucune,force-conj-courage,courage-obl-continuer,continuer-case-pour",-0.9,2
"Le chagrin est une douleur qui ne le quitte pas, jour et nuit, sans répit ni espoir, une torture incessante et cruelle.","Sorrow is a pain that does not leave him, day and night, without respite or hope, an incessant and cruel torture.",DET NOUN AUX DET NOUN PRON ADV VERB ADV PUNCT NOUN CCONJ NOUN PUNCT ADP NOUN CCONJ NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"est-nsubj-chagrin,est-cop-est,est-obj-douleur,douleur-det-une,quitte-nsubj-qui,quitte-obj-le,quitte-advmod-pas,chagrin-det-le,quitte-advmod-jour,jour-conj-nuit,quitte-advmod-sans,quitte-amod-répit,quitte-advmod-ni,quitte-amod-espoir,torture-det-une,torture-amod-incessante,incessante-conj-cruelle",-1,2
"La vie est un chemin de souffrance sans fin et sans espoir, une épreuve constante et cruelle, un fardeau insupportable et écrasant.","Life is an endless and hopeless path of suffering, a constant and cruel ordeal, an unbearable and overwhelming burden.",DET NOUN AUX DET NOUN ADP NOUN ADV ADJ CCONJ ADP NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT,"est-nsubj-vie,est-cop-est,est-obj-chemin,chemin-det-un,chemin-nmod-souffrance,souffrance-case-de,chemin-advmod-sans,chemin-amod-fin,chemin-advmod-ni,chemin-amod-espoir,vie-det-la,épreuve-det-une,épreuve-amod-constante,constante-conj-cruelle,fardeau-det-un,fardeau-amod-insupportable,insupportable-conj-écrasant",-1,2
"Il se sent seul et complètement démuni, sans aucune aide ni soutien, sans personne pour l'écouter ni le comprendre.","He feels alone and completely helpless, without any help or support, with no one to listen to him or understand him.",PRON PRON VERB ADJ CCONJ ADV ADJ PUNCT ADP DET NOUN CCONJ NOUN PUNCT ADP NOUN ADP PRON VERB CCONJ PRON VERB PUNCT,"sent-nsubj-il,sent-obj-se,sent-amod-seul,seul-conj-démuni,démuni-advmod-complètement,démuni-advmod-sans,démuni-amod-aide,aide-det-aucune,aide-conj-soutien,démuni-advmod-sans,démuni-amod-personne,personne-obl-écouter,écouter-case-pour l',écouter-conj-comprendre,comprendre-obj-le",-0.9,2
"Les souvenirs sont des blessures qui ne se referment jamais, laissant des cicatrices profondes et douloureuses, des marques indélébiles et amères, des traces ineffaçables.","Memories are wounds that never close, leaving deep and painful scars, indelible and bitter marks, ineffaceable traces.",DET NOUN AUX DET NOUN PRON ADV PRON VERB ADV PUNCT VERB DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ PUNCT,"sont-nsubj-souvenirs,sont-cop-sont,sont-obj-blessures,blessures-det-des,referment-nsubj-qui,referment-obj-se,referment-advmod-jamais,souvenirs-det-les,laissant-obj-cicatrices,cicatrices-det-des,cicatrices-amod-profondes,profondes-conj-douloureuses,laissant-obj-marques,marques-det-des,marques-amod-indélébiles,indélébiles-conj-amères,laissant-obj-traces,traces-det-des,traces-amod-ineffaçables",-1,2
"Elle a le cœur lourd et l'âme en lambeaux, sans espoir ni lumière, ni paix, ni réconfort, ni joie, ni sens.","Her heart is heavy and her soul in tatters, without hope or light, or peace, or comfort, or joy, or meaning.",PRON AUX DET NOUN ADJ CCONJ DET NOUN ADP NOUN PUNCT ADP NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN PUNCT,"a-nsubj-elle,a-obj-cœur,cœur-det-le,cœur-amod-lourd,âme-det-l',âme-obl-lambeaux,lambeaux-case-en,âme-advmod-sans,âme-amod-espoir,âme-advmod-ni,âme-amod-lumière,âme-advmod-ni,âme-amod-paix,âme-advmod-ni,âme-amod-réconfort,âme-advmod-ni,âme-amod-joie,âme-advmod-ni,âme-amod-sens",-1,2
"Le vide est un gouffre sans fond ni lumière, un silence éternel et pesant, une obscurité totale et oppressante, un néant absolu.","The emptiness is a bottomless abyss without light, an eternal and heavy silence, a total and oppressive darkness, an absolute nothingness.",DET NOUN AUX DET NOUN ADV ADJ CCONJ ADV NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ PUNCT,"est-nsubj-vide,est-cop-est,est-obj-gouffre,gouffre-det-un,gouffre-advmod-sans,gouffre-amod-fond,gouffre-advmod-ni,gouffre-amod-lumière,vide-det-le,silence-det-un,silence-amod-éternel,éternel-conj-pesant,obscurité-det-une,obscurité-amod-totale,totale-conj-oppressante,néant-det-un,néant-amod-absolu",-1,2
"La peine est une douleur qui ne s'arrêtera jamais, une torture constante et insoutenable, un fardeau écrasant et infini, une souffrance sans fin.","The sorrow is a pain that will never stop, a constant and unbearable torture, an overwhelming and infinite burden, an endless suffering.",DET NOUN AUX DET NOUN PRON ADV VERB ADV PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADV ADJ PUNCT,"est-nsubj-peine,est-cop-est,est-obj-douleur,douleur-det-une,arrêtera-nsubj-qui,arrêtera-obj-se,arrêtera-advmod-jamais,peine-det-la,torture-det-une,torture-amod-constante,constante-conj-insoutenable,fardeau-det-un,fardeau-amod-écrasant,écrasant-conj-infini,souffrance-det-une,souffrance-advmod-sans,souffrance-amod-fin",-1,2
